datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-28 00:00:35+00:00;58;Wohnzimmer;16.67175;55.84011;7.89311;1014.1687;1672185635
2022-12-28 00:00:58+00:00;59;Arbeitszimmer;16.24565;56.42204;7.77387;0.0;1672185658
2022-12-28 00:01:35+00:00;58;Wohnzimmer;16.65764;55.80978;7.88215;1014.16479;1672185695
2022-12-28 00:01:58+00:00;59;Arbeitszimmer;16.24928;56.41422;7.77449;0.0;1672185718
2022-12-28 00:02:35+00:00;58;Wohnzimmer;16.65535;55.79739;7.87931;1014.13672;1672185755
2022-12-28 00:02:58+00:00;59;Arbeitszimmer;16.24603;56.41708;7.77336;0.0;1672185778
2022-12-28 00:03:35+00:00;58;Wohnzimmer;16.65516;55.71966;7.86825;1014.10986;1672185815
2022-12-28 00:03:58+00:00;59;Arbeitszimmer;16.23936;56.38056;7.76521;0.0;1672185838
2022-12-28 00:04:35+00:00;58;Wohnzimmer;16.65668;55.76954;7.87601;1014.12085;1672185875
2022-12-28 00:04:58+00:00;59;Arbeitszimmer;16.23211;56.3941;7.76369;0.0;1672185898
2022-12-28 00:05:35+00:00;58;Wohnzimmer;16.63857;55.76334;7.86658;1014.10474;1672185935
2022-12-28 00:05:58+00:00;59;Arbeitszimmer;16.24851;56.44369;7.77819;0.0;1672185958
2022-12-28 00:06:35+00:00;58;Wohnzimmer;16.61663;55.6778;7.84419;1014.13159;1672185995
2022-12-28 00:06:58+00:00;59;Arbeitszimmer;16.23058;56.35958;7.75823;0.0;1672186018
2022-12-28 00:07:35+00:00;58;Wohnzimmer;16.6193;55.78108;7.86;1014.09839;1672186055
2022-12-28 00:07:58+00:00;59;Arbeitszimmer;16.21552;56.35662;7.75079;0.0;1672186078
2022-12-28 00:08:35+00:00;58;Wohnzimmer;16.61835;55.73931;7.85366;1014.05981;1672186115
2022-12-28 00:08:58+00:00;59;Arbeitszimmer;16.20235;56.42366;7.75387;0.0;1672186138
2022-12-28 00:09:35+00:00;58;Wohnzimmer;16.63818;55.71966;7.86024;1014.0813;1672186175
2022-12-28 00:09:58+00:00;59;Arbeitszimmer;16.2138;56.44398;7.762;0.0;1672186198
2022-12-28 00:10:35+00:00;58;Wohnzimmer;16.62788;55.80053;7.86679;1014.07861;1672186235
2022-12-28 00:10:58+00:00;59;Arbeitszimmer;16.20998;56.40287;7.75457;0.0;1672186258
2022-12-28 00:11:35+00:00;58;Wohnzimmer;16.60767;55.75514;7.85086;1014.08496;1672186295
2022-12-28 00:11:58+00:00;59;Arbeitszimmer;16.2281;56.37798;7.7596;0.0;1672186318
2022-12-28 00:12:35+00:00;58;Wohnzimmer;16.60404;55.75914;7.84972;1014.11084;1672186355
2022-12-28 00:12:58+00:00;59;Arbeitszimmer;16.2178;56.41069;7.7593;0.0;1672186378
2022-12-28 00:13:35+00:00;58;Wohnzimmer;16.5926;55.78089;7.84739;1014.10034;1672186415
2022-12-28 00:13:58+00:00;59;Arbeitszimmer;16.18767;56.50682;7.75844;0.0;1672186438
2022-12-28 00:14:35+00:00;58;Wohnzimmer;16.60328;55.77383;7.85143;1014.09009;1672186475
2022-12-28 00:14:58+00:00;59;Arbeitszimmer;16.2075;56.39572;7.75243;0.0;1672186498
2022-12-28 00:15:35+00:00;58;Wohnzimmer;16.57982;55.76439;7.83906;1014.11499;1672186535
2022-12-28 00:15:58+00:00;59;Arbeitszimmer;16.20579;56.38943;7.75076;0.0;1672186558
2022-12-28 00:16:35+00:00;58;Wohnzimmer;16.56189;55.75714;7.82961;1014.14087;1672186595
2022-12-28 00:16:58+00:00;59;Arbeitszimmer;16.18366;56.44999;7.74876;0.0;1672186618
2022-12-28 00:17:35+00:00;58;Wohnzimmer;16.58993;55.71623;7.83704;1014.11572;1672186655
2022-12-28 00:17:58+00:00;59;Arbeitszimmer;16.19396;56.43835;7.75197;0.0;1672186678
2022-12-28 00:18:35+00:00;58;Wohnzimmer;16.55769;55.79367;7.83277;1014.09595;1672186715
2022-12-28 00:18:58+00:00;59;Arbeitszimmer;16.18786;56.5402;7.76311;0.0;1672186738
2022-12-28 00:19:35+00:00;58;Wohnzimmer;16.55121;55.77774;7.82749;1014.05078;1672186775
2022-12-28 00:19:58+00:00;59;Arbeitszimmer;16.18061;56.50873;7.7554;0.0;1672186798
2022-12-28 00:20:35+00:00;58;Wohnzimmer;16.55121;55.77593;7.82723;1014.07349;1672186835
2022-12-28 00:20:58+00:00;59;Arbeitszimmer;16.19568;56.41994;7.75024;0.0;1672186858
2022-12-28 00:21:35+00:00;58;Wohnzimmer;16.55731;55.74064;7.82515;1014.08008;1672186895
2022-12-28 00:21:58+00:00;59;Arbeitszimmer;16.18443;56.35891;7.73662;0.0;1672186918
2022-12-28 00:22:35+00:00;58;Wohnzimmer;16.54568;55.77402;7.82437;1014.05591;1672186955
2022-12-28 00:22:58+00:00;59;Arbeitszimmer;16.1911;56.42242;7.74845;0.0;1672186978
2022-12-28 00:23:35+00:00;58;Wohnzimmer;16.53481;55.74217;7.8148;1013.98511;1672187015
2022-12-28 00:23:58+00:00;59;Arbeitszimmer;16.1953;56.37598;7.74403;0.0;1672187038
