datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-29 00:00:12+00:00;59;Arbeitszimmer;16.2014;56.39372;7.74931;0.0;1672272012
2022-12-29 00:00:45+00:00;58;Wohnzimmer;16.73775;53.25584;7.55765;1000.50635;1672272045
2022-12-29 00:01:12+00:00;59;Arbeitszimmer;16.19873;56.44226;7.75473;0.0;1672272072
2022-12-29 00:01:45+00:00;58;Wohnzimmer;16.72878;53.25155;7.55298;1000.53906;1672272105
2022-12-29 00:02:12+00:00;59;Arbeitszimmer;16.17546;56.52399;7.75509;0.0;1672272132
2022-12-29 00:02:45+00:00;58;Wohnzimmer;16.7408;53.27311;7.56148;1000.55249;1672272165
2022-12-29 00:03:12+00:00;59;Arbeitszimmer;16.20998;56.46362;7.76292;0.0;1672272192
2022-12-29 00:03:46+00:00;58;Wohnzimmer;16.72859;53.40271;7.57433;1000.51685;1672272226
2022-12-29 00:04:12+00:00;59;Arbeitszimmer;16.19606;56.48613;7.75951;0.0;1672272252
2022-12-29 00:04:46+00:00;58;Wohnzimmer;16.72173;53.33366;7.56143;1000.55859;1672272286
2022-12-29 00:05:12+00:00;59;Arbeitszimmer;16.20312;56.40364;7.75147;0.0;1672272312
2022-12-29 00:05:46+00:00;58;Wohnzimmer;16.73698;53.35636;7.57157;1000.56128;1672272346
2022-12-29 00:06:12+00:00;59;Arbeitszimmer;16.19301;56.4291;7.75025;0.0;1672272372
2022-12-29 00:06:46+00:00;58;Wohnzimmer;16.71333;53.31068;7.55437;1000.55664;1672272406
2022-12-29 00:07:12+00:00;59;Arbeitszimmer;16.19778;56.5134;7.76406;0.0;1672272432
2022-12-29 00:07:47+00:00;58;Wohnzimmer;16.70895;53.34864;7.55776;1000.51831;1672272467
2022-12-29 00:08:12+00:00;59;Arbeitszimmer;16.17756;56.52275;7.7559;0.0;1672272492
2022-12-29 00:08:47+00:00;58;Wohnzimmer;16.70265;53.34978;7.55507;1000.51807;1672272527
2022-12-29 00:09:12+00:00;59;Arbeitszimmer;16.18786;56.54573;7.76387;0.0;1672272552
2022-12-29 00:09:49+00:00;58;Wohnzimmer;16.68205;53.36599;7.54804;1000.54102;1672272589
2022-12-29 00:10:12+00:00;59;Arbeitszimmer;16.17126;56.59838;7.76334;0.0;1672272612
2022-12-29 00:10:49+00:00;58;Wohnzimmer;16.69197;53.39251;7.55628;1000.47632;1672272649
2022-12-29 00:11:12+00:00;59;Arbeitszimmer;16.189;56.43635;7.74938;0.0;1672272672
2022-12-29 00:11:49+00:00;58;Wohnzimmer;16.6893;53.39355;7.55522;1000.55518;1672272709
2022-12-29 00:12:12+00:00;59;Arbeitszimmer;16.17146;56.53687;7.75499;0.0;1672272732
2022-12-29 00:12:51+00:00;58;Wohnzimmer;16.68453;53.42741;7.55785;1000.51172;1672272771
2022-12-29 00:13:12+00:00;59;Arbeitszimmer;16.15715;56.64158;7.76267;0.0;1672272792
2022-12-29 00:13:53+00:00;58;Wohnzimmer;16.66908;53.38736;7.5452;1000.51709;1672272833
2022-12-29 00:14:12+00:00;59;Arbeitszimmer;16.16554;56.62651;7.76452;0.0;1672272852
2022-12-29 00:14:53+00:00;58;Wohnzimmer;16.6544;53.43342;7.54506;1000.53589;1672272893
2022-12-29 00:15:12+00:00;59;Arbeitszimmer;16.16249;56.57187;7.7556;0.0;1672272912
2022-12-29 00:15:53+00:00;58;Wohnzimmer;16.65382;53.43256;7.54468;1000.53882;1672272953
2022-12-29 00:16:12+00:00;59;Arbeitszimmer;16.18862;56.61478;7.7737;0.0;1672272972
2022-12-29 00:16:53+00:00;58;Wohnzimmer;16.65955;53.50561;7.55759;1000.55786;1672273013
2022-12-29 00:17:12+00:00;59;Arbeitszimmer;16.18481;56.6678;7.7792;0.0;1672273032
2022-12-29 00:17:53+00:00;58;Wohnzimmer;16.65745;53.51114;7.55742;1000.55469;1672273073
2022-12-29 00:18:12+00:00;59;Arbeitszimmer;16.17146;56.66676;7.77281;0.0;1672273092
2022-12-29 00:18:53+00:00;58;Wohnzimmer;16.65287;53.49293;7.55277;1000.58057;1672273133
2022-12-29 00:19:12+00:00;59;Arbeitszimmer;16.16058;56.73008;7.7764;0.0;1672273152
2022-12-29 00:19:53+00:00;58;Wohnzimmer;16.6275;53.49646;7.54179;1000.54956;1672273193
2022-12-29 00:20:12+00:00;59;Arbeitszimmer;16.19816;56.56853;7.77181;0.0;1672273212
2022-12-29 00:20:53+00:00;58;Wohnzimmer;16.62483;53.50895;7.54234;1000.48999;1672273253
2022-12-29 00:21:12+00:00;59;Arbeitszimmer;16.18729;56.66103;7.77943;0.0;1672273272
2022-12-29 00:21:53+00:00;58;Wohnzimmer;16.61892;53.52507;7.54194;1000.51392;1672273313
2022-12-29 00:22:12+00:00;59;Arbeitszimmer;16.17184;56.70958;7.77886;0.0;1672273332
2022-12-29 00:22:53+00:00;58;Wohnzimmer;16.61797;53.46193;7.53261;1000.47144;1672273373
2022-12-29 00:23:12+00:00;59;Arbeitszimmer;16.17355;56.65236;7.77181;0.0;1672273392
2022-12-29 00:23:53+00:00;58;Wohnzimmer;16.62827;53.52488;7.54614;1000.53247;1672273433
2022-12-29 00:24:12+00:00;59;Arbeitszimmer;16.17317;56.71501;7.78023;0.0;1672273452
2022-12-29 00:24:53+00:00;58;Wohnzimmer;16.60252;53.51067;7.53249;1000.54077;1672273493
2022-12-29 00:25:12+00:00;59;Arbeitszimmer;16.16592;56.71425;7.77673;0.0;1672273512
2022-12-29 00:25:53+00:00;58;Wohnzimmer;16.6132;53.57313;7.54612;1000.51318;1672273553
2022-12-29 00:26:12+00:00;59;Arbeitszimmer;16.16058;56.81133;7.78754;0.0;1672273572
2022-12-29 00:26:53+00:00;58;Wohnzimmer;16.62121;53.5614;7.54809;1000.51343;1672273613
2022-12-29 00:27:12+00:00;59;Arbeitszimmer;16.17661;56.78034;7.7908;0.0;1672273632
2022-12-29 00:27:53+00:00;58;Wohnzimmer;16.60595;53.54605;7.53903;1000.54688;1672273673
2022-12-29 00:28:12+00:00;59;Arbeitszimmer;16.1541;56.81648;7.78521;0.0;1672273692
2022-12-29 00:28:53+00:00;58;Wohnzimmer;16.62064;53.51171;7.54083;1000.573;1672273733
2022-12-29 00:29:12+00:00;59;Arbeitszimmer;16.1438;56.90613;7.79266;0.0;1672273752
2022-12-29 00:29:53+00:00;58;Wohnzimmer;16.60042;53.54643;7.53658;1000.59375;1672273793
2022-12-29 00:30:12+00:00;59;Arbeitszimmer;16.15314;56.85902;7.79059;0.0;1672273812
2022-12-29 00:30:53+00:00;58;Wohnzimmer;16.61472;53.56998;7.54637;1000.5564;1672273853
2022-12-29 00:31:12+00:00;59;Arbeitszimmer;16.15715;56.86836;7.79375;0.0;1672273872
2022-12-29 00:31:53+00:00;58;Wohnzimmer;16.59126;53.58391;7.53771;1000.58398;1672273913
2022-12-29 00:32:12+00:00;59;Arbeitszimmer;16.1602;56.8552;7.79337;0.0;1672273932
2022-12-29 00:32:53+00:00;58;Wohnzimmer;16.59069;53.58515;7.53763;1000.5769;1672273973
2022-12-29 00:33:12+00:00;59;Arbeitszimmer;16.16516;56.81334;7.78996;0.0;1672273992
2022-12-29 00:33:53+00:00;58;Wohnzimmer;16.57257;53.59955;7.53146;1000.57764;1672274033
2022-12-29 00:34:12+00:00;59;Arbeitszimmer;16.152;56.86998;7.79155;0.0;1672274052
2022-12-29 00:34:53+00:00;58;Wohnzimmer;16.56132;53.58896;7.52489;1000.59204;1672274093
2022-12-29 00:35:12+00:00;59;Arbeitszimmer;16.16554;56.95047;7.80894;0.0;1672274112
2022-12-29 00:35:53+00:00;58;Wohnzimmer;16.5678;53.56903;7.52502;1000.57666;1672274153
2022-12-29 00:36:12+00:00;59;Arbeitszimmer;16.1478;56.87294;7.78999;0.0;1672274172
2022-12-29 00:36:53+00:00;58;Wohnzimmer;16.56284;53.60317;7.52758;1000.54883;1672274213
2022-12-29 00:37:12+00:00;59;Arbeitszimmer;16.14304;56.82688;7.78145;0.0;1672274232
2022-12-29 00:37:53+00:00;58;Wohnzimmer;16.56132;53.57838;7.52341;1000.55469;1672274273
2022-12-29 00:38:12+00:00;59;Arbeitszimmer;16.16592;56.83184;7.79286;0.0;1672274292
2022-12-29 00:38:53+00:00;58;Wohnzimmer;16.55865;53.59716;7.52484;1000.59644;1672274333
2022-12-29 00:39:12+00:00;59;Arbeitszimmer;16.16154;56.83336;7.79101;0.0;1672274352
2022-12-29 00:39:53+00:00;58;Wohnzimmer;16.55312;53.61414;7.52472;1000.60156;1672274393
2022-12-29 00:40:12+00:00;59;Arbeitszimmer;16.12473;56.84862;7.77585;0.0;1672274412
2022-12-29 00:40:53+00:00;58;Wohnzimmer;16.54682;53.64723;7.52652;1000.61914;1672274453
2022-12-29 00:41:12+00:00;59;Arbeitszimmer;16.15677;56.84233;7.79;0.0;1672274472
2022-12-29 00:41:53+00:00;58;Wohnzimmer;16.56971;53.64141;7.53605;1000.61597;1672274513
2022-12-29 00:42:12+00:00;59;Arbeitszimmer;16.15715;56.84443;7.79047;0.0;1672274532
2022-12-29 00:42:53+00:00;58;Wohnzimmer;16.54186;53.6459;7.5241;1000.57983;1672274573
2022-12-29 00:43:12+00:00;59;Arbeitszimmer;16.15372;56.91242;7.79817;0.0;1672274592
2022-12-29 00:43:53+00:00;58;Wohnzimmer;16.52508;53.64828;7.51686;1000.53589;1672274633
2022-12-29 00:44:12+00:00;59;Arbeitszimmer;16.15677;56.92711;7.80162;0.0;1672274652
2022-12-29 00:44:53+00:00;58;Wohnzimmer;16.50925;53.65171;7.5102;1000.55615;1672274693
2022-12-29 00:45:12+00:00;59;Arbeitszimmer;16.15334;56.92816;7.80015;0.0;1672274712
2022-12-29 00:45:53+00:00;58;Wohnzimmer;16.5226;53.65763;7.51705;1000.61621;1672274753
2022-12-29 00:46:12+00:00;59;Arbeitszimmer;16.14876;56.88858;7.79258;0.0;1672274772
2022-12-29 00:46:53+00:00;58;Wohnzimmer;16.52813;53.71246;7.52723;1000.57812;1672274813
2022-12-29 00:47:12+00:00;59;Arbeitszimmer;16.15047;56.95839;7.80295;0.0;1672274832
2022-12-29 00:47:53+00:00;58;Wohnzimmer;16.50581;53.69902;7.51527;1000.56274;1672274873
2022-12-29 00:48:12+00:00;59;Arbeitszimmer;16.15582;56.93703;7.80253;0.0;1672274892
2022-12-29 00:48:53+00:00;58;Wohnzimmer;16.50715;53.68395;7.51376;1000.59155;1672274933
2022-12-29 00:49:12+00:00;59;Arbeitszimmer;16.14304;56.884;7.78927;0.0;1672274952
2022-12-29 00:49:53+00:00;58;Wohnzimmer;16.52641;53.69196;7.52358;1000.58911;1672274993
2022-12-29 00:50:12+00:00;59;Arbeitszimmer;16.1562;56.89421;7.79684;0.0;1672275012
2022-12-29 00:50:53+00:00;58;Wohnzimmer;16.49189;53.67556;7.50571;1000.53125;1672275053
2022-12-29 00:51:12+00:00;59;Arbeitszimmer;16.14246;56.96259;7.79976;0.0;1672275072
2022-12-29 00:51:53+00:00;58;Wohnzimmer;16.51096;53.70913;7.51901;1000.62817;1672275113
2022-12-29 00:52:12+00:00;59;Arbeitszimmer;16.1562;56.91214;7.7993;0.0;1672275132
2022-12-29 00:52:53+00:00;58;Wohnzimmer;16.4938;53.7694;7.51969;1000.5979;1672275173
2022-12-29 00:53:12+00:00;59;Arbeitszimmer;16.15124;56.93817;7.80054;0.0;1672275192
2022-12-29 00:53:53+00:00;58;Wohnzimmer;16.46881;53.76492;7.50779;1000.54102;1672275233
2022-12-29 00:54:12+00:00;59;Arbeitszimmer;16.14475;56.95267;7.79948;0.0;1672275252
2022-12-29 00:54:53+00:00;58;Wohnzimmer;16.48426;53.73182;7.51014;1000.55908;1672275293
2022-12-29 00:55:12+00:00;59;Arbeitszimmer;16.14552;57.01523;7.8084;0.0;1672275312
2022-12-29 00:55:53+00:00;58;Wohnzimmer;16.48865;53.77054;7.51753;1000.53809;1672275353
2022-12-29 00:56:12+00:00;59;Arbeitszimmer;16.13693;56.99272;7.80129;0.0;1672275372
2022-12-29 00:56:53+00:00;58;Wohnzimmer;16.45184;53.8023;7.50536;1000.5791;1672275413
2022-12-29 00:57:12+00:00;59;Arbeitszimmer;16.13865;57.02229;7.80614;0.0;1672275432
2022-12-29 00:57:53+00:00;58;Wohnzimmer;16.48617;53.7674;7.51597;1000.59741;1672275473
2022-12-29 00:58:12+00:00;59;Arbeitszimmer;16.13197;56.95305;7.79353;0.0;1672275492
2022-12-29 00:58:53+00:00;58;Wohnzimmer;16.45584;53.77865;7.50386;1000.573;1672275533
2022-12-29 00:59:12+00:00;59;Arbeitszimmer;16.11309;57.04842;7.79771;0.0;1672275552
2022-12-29 00:59:53+00:00;58;Wohnzimmer;16.43982;53.79;7.49823;1000.53027;1672275593
2022-12-29 01:00:12+00:00;59;Arbeitszimmer;16.12129;57.01704;7.79727;0.0;1672275612
2022-12-29 01:00:53+00:00;58;Wohnzimmer;16.47491;53.83577;7.52044;1000.54932;1672275653
2022-12-29 01:01:12+00:00;59;Arbeitszimmer;16.14075;57.01389;7.80598;0.0;1672275672
2022-12-29 01:01:53+00:00;58;Wohnzimmer;16.46595;53.82509;7.51491;1000.5647;1672275713
2022-12-29 01:02:12+00:00;59;Arbeitszimmer;16.12511;57.04336;7.80266;0.0;1672275732
2022-12-29 01:02:53+00:00;58;Wohnzimmer;16.47358;53.82566;7.51843;1000.59326;1672275773
