datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-21 00:00:28+00:00;58;Wohnzimmer;16.28513;47.6696;6.58357;1004.04761;1671580828
2022-12-21 00:00:45+00:00;59;Arbeitszimmer;15.90118;53.22027;7.18214;0.0;1671580845
2022-12-21 00:01:28+00:00;58;Wohnzimmer;16.28361;47.70288;6.58756;1004.05029;1671580888
2022-12-21 00:01:45+00:00;59;Arbeitszimmer;15.90481;53.13034;7.17157;0.0;1671580905
2022-12-21 00:02:28+00:00;58;Wohnzimmer;16.27483;47.68705;6.5819;1004.04688;1671580948
2022-12-21 00:02:45+00:00;59;Arbeitszimmer;15.8968;53.21093;7.17898;0.0;1671580965
2022-12-21 00:03:28+00:00;58;Wohnzimmer;16.2672;47.72043;6.58349;1004.05005;1671581008
2022-12-21 00:03:45+00:00;59;Arbeitszimmer;15.89851;53.19462;7.17752;0.0;1671581025
2022-12-21 00:04:28+00:00;58;Wohnzimmer;16.26167;47.68209;6.57601;1004.01807;1671581068
2022-12-21 00:04:45+00:00;59;Arbeitszimmer;15.89394;53.13835;7.16795;0.0;1671581085
2022-12-21 00:05:28+00:00;58;Wohnzimmer;16.2611;47.76783;6.58761;1004.01196;1671581128
2022-12-21 00:05:45+00:00;59;Arbeitszimmer;15.88535;53.21751;7.17491;0.0;1671581145
2022-12-21 00:06:28+00:00;58;Wohnzimmer;16.26892;47.73645;6.58638;1004.00562;1671581188
2022-12-21 00:06:45+00:00;59;Arbeitszimmer;15.90157;53.20415;7.18013;0.0;1671581205
2022-12-21 00:07:28+00:00;58;Wohnzimmer;16.23554;47.75629;6.5759;1004.00195;1671581248
2022-12-21 00:07:45+00:00;59;Arbeitszimmer;15.9029;53.12195;7.16961;0.0;1671581265
2022-12-21 00:08:28+00:00;58;Wohnzimmer;16.23726;47.74952;6.57564;1004.0083;1671581308
2022-12-21 00:08:45+00:00;59;Arbeitszimmer;15.88306;53.18651;7.16974;0.0;1671581325
2022-12-21 00:09:28+00:00;58;Wohnzimmer;16.22658;47.72339;6.56782;1004.0083;1671581368
2022-12-21 00:09:45+00:00;59;Arbeitszimmer;15.88402;53.25718;7.17968;0.0;1671581385
2022-12-21 00:10:28+00:00;58;Wohnzimmer;16.22467;47.7663;6.57297;1003.97119;1671581428
2022-12-21 00:10:45+00:00;59;Arbeitszimmer;15.87315;53.26757;7.17638;0.0;1671581445
2022-12-21 00:11:28+00:00;58;Wohnzimmer;16.22143;47.72406;6.56588;1004.00122;1671581488
2022-12-21 00:11:45+00:00;59;Arbeitszimmer;15.8783;53.30915;7.18421;0.0;1671581505
2022-12-21 00:12:28+00:00;58;Wohnzimmer;16.20235;47.74752;6.56157;1004.01196;1671581548
2022-12-21 00:12:45+00:00;59;Arbeitszimmer;15.86571;53.28131;7.17501;0.0;1671581565
2022-12-21 00:13:28+00:00;58;Wohnzimmer;16.18919;47.78957;6.56215;1003.96216;1671581608
2022-12-21 00:13:45+00:00;59;Arbeitszimmer;15.86895;53.27835;7.17601;0.0;1671581625
2022-12-21 00:14:28+00:00;58;Wohnzimmer;16.1911;47.7541;6.55803;1003.97705;1671581668
2022-12-21 00:14:45+00:00;59;Arbeitszimmer;15.87334;53.26395;7.17597;0.0;1671581685
2022-12-21 00:15:28+00:00;58;Wohnzimmer;16.18309;47.75162;6.55453;1003.96118;1671581728
2022-12-21 00:15:45+00:00;59;Arbeitszimmer;15.86304;53.29676;7.17593;0.0;1671581745
2022-12-21 00:16:28+00:00;58;Wohnzimmer;16.16516;47.80006;6.55411;1003.93945;1671581788
2022-12-21 00:16:45+00:00;59;Arbeitszimmer;15.86323;53.2774;7.17341;0.0;1671581805
2022-12-21 00:17:28+00:00;58;Wohnzimmer;16.15467;47.81799;6.55242;1003.97852;1671581848
2022-12-21 00:17:45+00:00;59;Arbeitszimmer;15.85674;53.33757;7.1787;0.0;1671581865
2022-12-21 00:18:28+00:00;58;Wohnzimmer;16.16688;47.79377;6.55392;1003.91699;1671581908
2022-12-21 00:18:45+00:00;59;Arbeitszimmer;15.84511;53.407;7.183;0.0;1671581925
2022-12-21 00:19:28+00:00;58;Wohnzimmer;16.16764;47.8302;6.55922;1003.94531;1671581968
2022-12-21 00:19:45+00:00;59;Arbeitszimmer;15.82565;53.34902;7.16678;0.0;1671581985
2022-12-21 00:20:28+00:00;58;Wohnzimmer;16.15257;47.81485;6.55117;1003.96436;1671582028
2022-12-21 00:20:45+00:00;59;Arbeitszimmer;15.83004;53.42331;7.17866;0.0;1671582045
