datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-20 00:00:11+00:00;58;Wohnzimmer;15.49911;46.20838;6.08622;1011.18408;1671494411
2022-12-20 00:00:34+00:00;59;Arbeitszimmer;15.08083;49.99828;6.42053;0.0;1671494434
2022-12-20 00:01:11+00:00;58;Wohnzimmer;15.51552;46.20075;6.09126;1011.23413;1671494471
2022-12-20 00:01:34+00:00;59;Arbeitszimmer;15.09247;50.05331;6.43214;0.0;1671494494
2022-12-20 00:02:11+00:00;58;Wohnzimmer;15.4892;46.21315;6.0832;1011.1897;1671494531
2022-12-20 00:02:34+00:00;59;Arbeitszimmer;15.09018;50.05484;6.43144;0.0;1671494554
2022-12-20 00:03:11+00:00;58;Wohnzimmer;15.49473;46.22374;6.08663;1011.15039;1671494591
2022-12-20 00:03:34+00:00;59;Arbeitszimmer;15.0816;50.06866;6.42987;0.0;1671494614
2022-12-20 00:04:11+00:00;58;Wohnzimmer;15.4604;46.21649;6.07304;1011.13403;1671494651
2022-12-20 00:04:34+00:00;59;Arbeitszimmer;15.07988;50.08383;6.43115;0.0;1671494674
2022-12-20 00:05:11+00:00;58;Wohnzimmer;15.46822;46.21668;6.07594;1011.14795;1671494711
2022-12-20 00:05:34+00:00;59;Arbeitszimmer;15.07816;50.10948;6.43377;0.0;1671494734
2022-12-20 00:06:11+00:00;58;Wohnzimmer;15.46135;46.28525;6.08243;1011.15845;1671494771
2022-12-20 00:06:34+00:00;59;Arbeitszimmer;15.07549;50.15888;6.43907;0.0;1671494794
2022-12-20 00:07:11+00:00;58;Wohnzimmer;15.45372;46.23661;6.07323;1011.14062;1671494831
2022-12-20 00:07:34+00:00;59;Arbeitszimmer;15.05394;50.22144;6.43867;0.0;1671494854
2022-12-20 00:08:11+00:00;58;Wohnzimmer;15.45067;46.2081;6.06836;1011.11426;1671494891
2022-12-20 00:08:34+00:00;59;Arbeitszimmer;15.06767;50.21439;6.44313;0.0;1671494914
2022-12-20 00:09:11+00:00;58;Wohnzimmer;15.46631;46.22355;6.07614;1011.03564;1671494951
2022-12-20 00:09:34+00:00;59;Arbeitszimmer;15.07988;50.27199;6.45531;0.0;1671494974
2022-12-20 00:10:11+00:00;58;Wohnzimmer;15.42034;46.21582;6.05825;1011.06421;1671495011
2022-12-20 00:10:34+00:00;59;Arbeitszimmer;15.06824;50.26941;6.45042;0.0;1671495034
2022-12-20 00:11:11+00:00;58;Wohnzimmer;15.42034;46.21038;6.05753;1010.97949;1671495071
2022-12-20 00:11:34+00:00;59;Arbeitszimmer;15.05928;50.29802;6.45058;0.0;1671495094
2022-12-20 00:12:11+00:00;58;Wohnzimmer;15.41214;46.22316;6.0562;1011.06104;1671495131
2022-12-20 00:12:34+00:00;59;Arbeitszimmer;15.0526;50.36631;6.45672;0.0;1671495154
2022-12-20 00:13:11+00:00;58;Wohnzimmer;15.4129;46.23642;6.05822;1011.05371;1671495191
