datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-22 00:00:41+00:00;58;Wohnzimmer;16.82529;55.22556;7.87838;999.60645;1671667241
2022-12-22 00:00:57+00:00;59;Arbeitszimmer;16.40759;57.51839;8.00245;0.0;1671667257
2022-12-22 00:01:41+00:00;58;Wohnzimmer;16.82739;55.24778;7.88254;999.63672;1671667301
2022-12-22 00:01:57+00:00;59;Arbeitszimmer;16.3847;57.64093;8.00848;0.0;1671667317
2022-12-22 00:02:41+00:00;58;Wohnzimmer;16.81805;55.29051;7.88423;999.60522;1671667361
2022-12-22 00:02:57+00:00;59;Arbeitszimmer;16.41312;57.65638;8.02432;0.0;1671667377
2022-12-22 00:03:41+00:00;58;Wohnzimmer;16.79993;55.17101;7.85865;999.5874;1671667421
2022-12-22 00:03:57+00:00;59;Arbeitszimmer;16.35399;57.69129;8.0007;0.0;1671667437
2022-12-22 00:04:41+00:00;58;Wohnzimmer;16.8045;55.30205;7.87948;999.61938;1671667481
2022-12-22 00:04:57+00:00;59;Arbeitszimmer;16.37802;57.70159;8.01369;0.0;1671667497
2022-12-22 00:05:41+00:00;58;Wohnzimmer;16.79955;55.26295;7.87157;999.57935;1671667541
2022-12-22 00:05:57+00:00;59;Arbeitszimmer;16.36944;57.69606;8.00879;0.0;1671667557
2022-12-22 00:06:41+00:00;58;Wohnzimmer;16.79325;55.26209;7.86848;999.56177;1671667601
2022-12-22 00:06:57+00:00;59;Arbeitszimmer;16.37039;57.72324;8.01302;0.0;1671667617
2022-12-22 00:07:41+00:00;58;Wohnzimmer;16.78352;55.20315;7.85551;999.57739;1671667661
2022-12-22 00:07:57+00:00;59;Arbeitszimmer;16.34712;57.67212;7.99474;0.0;1671667677
2022-12-22 00:08:41+00:00;58;Wohnzimmer;16.77418;55.3071;7.8659;999.62622;1671667721
2022-12-22 00:08:57+00:00;59;Arbeitszimmer;16.36429;57.71828;8.0094;0.0;1671667737
2022-12-22 00:09:41+00:00;58;Wohnzimmer;16.76807;55.26991;7.85773;999.62134;1671667781
2022-12-22 00:09:57+00:00;59;Arbeitszimmer;16.36429;57.68871;8.00529;0.0;1671667797
2022-12-22 00:10:41+00:00;58;Wohnzimmer;16.76521;55.25427;7.85416;999.62769;1671667841
2022-12-22 00:10:57+00:00;59;Arbeitszimmer;16.37135;57.67298;8.0065;0.0;1671667857
2022-12-22 00:11:41+00:00;58;Wohnzimmer;16.77475;55.2846;7.86297;999.59766;1671667901
2022-12-22 00:11:57+00:00;59;Arbeitszimmer;16.37192;57.70111;8.01069;0.0;1671667917
2022-12-22 00:12:41+00:00;58;Wohnzimmer;16.74976;55.19419;7.83837;999.64136;1671667961
2022-12-22 00:12:57+00:00;59;Arbeitszimmer;16.34827;57.77473;8.00951;0.0;1671667977
2022-12-22 00:13:41+00:00;58;Wohnzimmer;16.749;55.22718;7.84269;999.64258;1671668021
2022-12-22 00:13:57+00:00;59;Arbeitszimmer;16.38298;57.69072;8.01457;0.0;1671668037
2022-12-22 00:14:41+00:00;58;Wohnzimmer;16.74271;55.20029;7.83592;999.65601;1671668081
2022-12-22 00:14:57+00:00;59;Arbeitszimmer;16.39576;57.69777;8.02171;0.0;1671668097
2022-12-22 00:15:41+00:00;58;Wohnzimmer;16.72649;55.16996;7.82401;999.63208;1671668141
2022-12-22 00:15:57+00:00;59;Arbeitszimmer;16.39748;57.70483;8.02352;0.0;1671668157
2022-12-22 00:16:41+00:00;58;Wohnzimmer;16.7099;55.18351;7.81815;999.67212;1671668201
2022-12-22 00:16:57+00:00;59;Arbeitszimmer;16.34483;57.75738;8.00546;0.0;1671668217
