datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa;timestamp
2022-12-12 17:12:28+00:00;59;Arbeitszimmer;17.76657;52.40707;7.90813;0.0;1670865148
2022-12-12 17:12:28+00:00;58;Wohnzimmer;18.54401;44.62776;7.05172;1001.89844;1670865148
2022-12-12 17:13:28+00:00;59;Arbeitszimmer;17.76237;52.55919;7.92911;0.0;1670865208
2022-12-12 17:13:28+00:00;58;Wohnzimmer;18.56785;44.61174;7.05912;1001.85815;1670865208
2022-12-12 17:14:28+00:00;59;Arbeitszimmer;17.7351;52.25277;7.87011;0.0;1670865268
2022-12-12 17:14:28+00:00;58;Wohnzimmer;18.643;44.34767;7.04854;1001.90234;1670865268
2022-12-12 17:15:28+00:00;59;Arbeitszimmer;17.733;52.45676;7.89985;0.0;1670865328
2022-12-12 17:15:28+00:00;58;Wohnzimmer;18.6573;44.31362;7.04908;1001.91919;1670865328
2022-12-12 17:16:28+00:00;58;Wohnzimmer;18.71948;44.15426;7.04955;1001.93188;1670865388
2022-12-12 17:16:28+00:00;59;Arbeitszimmer;17.65881;52.42443;7.86023;0.0;1670865388
2022-12-12 17:17:28+00:00;59;Arbeitszimmer;17.62943;52.44865;7.85013;0.0;1670865448
2022-12-12 17:17:28+00:00;58;Wohnzimmer;18.83488;43.87541;7.05285;1001.86157;1670865448
2022-12-12 17:18:28+00:00;59;Arbeitszimmer;17.57565;52.41356;7.8198;0.0;1670865508
2022-12-12 17:18:28+00:00;58;Wohnzimmer;18.59779;44.27061;7.01754;1001.95532;1670865508
2022-12-12 17:19:28+00:00;59;Arbeitszimmer;17.54093;52.45657;7.81006;0.0;1670865568
2022-12-12 17:19:28+00:00;58;Wohnzimmer;17.58442;39.40287;5.88175;1001.95215;1670865568
2022-12-12 17:20:28+00:00;59;Arbeitszimmer;17.51442;52.39544;7.78866;0.0;1670865628
2022-12-12 17:20:28+00:00;58;Wohnzimmer;16.45241;37.45308;5.22484;1001.92163;1670865628
2022-12-12 17:21:28+00:00;59;Arbeitszimmer;17.50698;52.41613;7.78828;0.0;1670865688
2022-12-12 17:21:28+00:00;58;Wohnzimmer;15.39841;36.27224;4.74847;1001.87134;1670865688
2022-12-12 17:22:28+00:00;59;Arbeitszimmer;17.50698;52.35062;7.77855;0.0;1670865748
2022-12-12 17:22:28+00:00;58;Wohnzimmer;14.76173;35.63509;4.48817;1001.88965;1670865748
2022-12-12 17:23:28+00:00;59;Arbeitszimmer;17.47112;52.24104;7.7457;0.0;1670865808
2022-12-12 17:23:28+00:00;58;Wohnzimmer;14.24465;35.77995;4.3665;1001.83691;1670865808
2022-12-12 17:24:28+00:00;59;Arbeitszimmer;17.45701;52.11535;7.72057;0.0;1670865868
2022-12-12 17:24:28+00:00;58;Wohnzimmer;13.93909;35.63662;4.26844;1001.83813;1670865868
2022-12-12 17:25:28+00:00;59;Arbeitszimmer;17.46998;52.00949;7.71084;0.0;1670865928
2022-12-12 17:25:28+00:00;58;Wohnzimmer;13.66596;35.50358;4.18185;1001.86255;1670865928
2022-12-12 17:26:28+00:00;59;Arbeitszimmer;17.42954;51.77736;7.65796;0.0;1670865988
2022-12-12 17:26:28+00:00;58;Wohnzimmer;13.45139;35.3858;4.11337;1001.79736;1670865988
2022-12-12 17:27:28+00:00;59;Arbeitszimmer;17.42496;51.62354;7.63312;0.0;1670866048
2022-12-12 17:27:28+00:00;58;Wohnzimmer;13.2822;35.26354;4.05669;1001.78735;1670866048
2022-12-12 17:28:28+00:00;59;Arbeitszimmer;17.40913;51.53131;7.6123;0.0;1670866108
2022-12-12 17:28:28+00:00;58;Wohnzimmer;12.93278;35.31017;3.97544;1001.81274;1670866108
2022-12-12 17:29:28+00:00;59;Arbeitszimmer;17.37175;51.1282;7.53594;0.0;1670866168
2022-12-12 17:29:28+00:00;58;Wohnzimmer;13.35239;37.03833;4.27932;1001.76758;1670866168
2022-12-12 17:30:28+00:00;59;Arbeitszimmer;17.41161;51.42555;7.5978;0.0;1670866228
2022-12-12 17:30:28+00:00;58;Wohnzimmer;14.16378;40.39221;4.90505;1001.80322;1670866228
2022-12-12 17:31:28+00:00;59;Arbeitszimmer;17.48657;51.44625;7.63488;0.0;1670866288
2022-12-12 17:31:30+00:00;58;Wohnzimmer;14.88342;37.0841;4.70537;1001.75708;1670866290
2022-12-12 17:32:28+00:00;59;Arbeitszimmer;17.32159;49.965;7.3425;0.0;1670866348
2022-12-12 17:32:30+00:00;58;Wohnzimmer;15.58571;35.81562;4.74214;1001.74561;1670866350
2022-12-12 17:33:28+00:00;59;Arbeitszimmer;16.64658;43.58978;6.1522;0.0;1670866408
2022-12-12 17:33:30+00:00;58;Wohnzimmer;15.99274;33.38909;4.53084;1001.77954;1670866410
2022-12-12 17:34:28+00:00;59;Arbeitszimmer;16.07437;41.62569;5.67639;0.0;1670866468
2022-12-12 17:34:30+00:00;58;Wohnzimmer;16.32767;33.42905;4.62865;1001.7583;1670866470
2022-12-12 17:35:28+00:00;59;Arbeitszimmer;15.66563;40.18173;5.346;0.0;1670866528
2022-12-12 17:35:30+00:00;58;Wohnzimmer;16.59966;33.85229;4.76444;1001.74146;1670866530
